C:\Users\HUY\Documents\Seft-Driving\Data 2\IMG\center_2020_06_19_17_45_27_244.jpg,C:\Users\HUY\Documents\Seft-Driving\Data 2\IMG\left_2020_06_19_17_45_27_244.jpg,C:\Users\HUY\Documents\Seft-Driving\Data 2\IMG\right_2020_06_19_17_45_27_244.jpg,0,0,0,4.344696
C:\Users\HUY\Documents\Seft-Driving\Data 2\IMG\center_2020_06_19_17_45_27_312.jpg,C:\Users\HUY\Documents\Seft-Driving\Data 2\IMG\left_2020_06_19_17_45_27_312.jpg,C:\Users\HUY\Documents\Seft-Driving\Data 2\IMG\right_2020_06_19_17_45_27_312.jpg,0,0,0,4.318481
C:\Users\HUY\Documents\Seft-Driving\Data 2\IMG\center_2020_06_19_17_45_27_380.jpg,C:\Users\HUY\Documents\Seft-Driving\Data 2\IMG\left_2020_06_19_17_45_27_380.jpg,C:\Users\HUY\Documents\Seft-Driving\Data 2\IMG\right_2020_06_19_17_45_27_380.jpg,0,0.2118939,0,4.395147
C:\Users\HUY\Documents\Seft-Driving\Data 2\IMG\center_2020_06_19_17_45_27_448.jpg,C:\Users\HUY\Documents\Seft-Driving\Data 2\IMG\left_2020_06_19_17_45_27_448.jpg,C:\Users\HUY\Documents\Seft-Driving\Data 2\IMG\right_2020_06_19_17_45_27_448.jpg,0,0.3941931,0,4.603787
C:\Users\HUY\Documents\Seft-Driving\Data 2\IMG\center_2020_06_19_17_45_27_517.jpg,C:\Users\HUY\Documents\Seft-Driving\Data 2\IMG\left_2020_06_19_17_45_27_517.jpg,C:\Users\HUY\Documents\Seft-Driving\Data 2\IMG\right_2020_06_19_17_45_27_517.jpg,0,0.6346601,0,5.084338
C:\Users\HUY\Documents\Seft-Driving\Data 2\IMG\center_2020_06_19_17_45_27_586.jpg,C:\Users\HUY\Documents\Seft-Driving\Data 2\IMG\left_2020_06_19_17_45_27_586.jpg,C:\Users\HUY\Documents\Seft-Driving\Data 2\IMG\right_2020_06_19_17_45_27_586.jpg,0,0.8121062,0,5.590963
C:\Users\HUY\Documents\Seft-Driving\Data 2\IMG\center_2020_06_19_17_45_27_653.jpg,C:\Users\HUY\Documents\Seft-Driving\Data 2\IMG\left_2020_06_19_17_45_27_653.jpg,C:\Users\HUY\Documents\Seft-Driving\Data 2\IMG\right_2020_06_19_17_45_27_653.jpg,0,0.9900423,0,6.223031
C:\Users\HUY\Documents\Seft-Driving\Data 2\IMG\center_2020_06_19_17_45_27_721.jpg,C:\Users\HUY\Documents\Seft-Driving\Data 2\IMG\left_2020_06_19_17_45_27_721.jpg,C:\Users\HUY\Documents\Seft-Driving\Data 2\IMG\right_2020_06_19_17_45_27_721.jpg,0,1,0,7.138732
C:\Users\HUY\Documents\Seft-Driving\Data 2\IMG\center_2020_06_19_17_45_27_788.jpg,C:\Users\HUY\Documents\Seft-Driving\Data 2\IMG\left_2020_06_19_17_45_27_788.jpg,C:\Users\HUY\Documents\Seft-Driving\Data 2\IMG\right_2020_06_19_17_45_27_788.jpg,0.1,1,0,7.819204
C:\Users\HUY\Documents\Seft-Driving\Data 2\IMG\center_2020_06_19_17_45_27_856.jpg,C:\Users\HUY\Documents\Seft-Driving\Data 2\IMG\left_2020_06_19_17_45_27_856.jpg,C:\Users\HUY\Documents\Seft-Driving\Data 2\IMG\right_2020_06_19_17_45_27_856.jpg,0.3,1,0,8.701471
C:\Users\HUY\Documents\Seft-Driving\Data 2\IMG\center_2020_06_19_17_45_27_924.jpg,C:\Users\HUY\Documents\Seft-Driving\Data 2\IMG\left_2020_06_19_17_45_27_924.jpg,C:\Users\HUY\Documents\Seft-Driving\Data 2\IMG\right_2020_06_19_17_45_27_924.jpg,0,1,0,9.346009
C:\Users\HUY\Documents\Seft-Driving\Data 2\IMG\center_2020_06_19_17_45_27_991.jpg,C:\Users\HUY\Documents\Seft-Driving\Data 2\IMG\left_2020_06_19_17_45_27_991.jpg,C:\Users\HUY\Documents\Seft-Driving\Data 2\IMG\right_2020_06_19_17_45_27_991.jpg,0,1,0,10.00713
C:\Users\HUY\Documents\Seft-Driving\Data 2\IMG\center_2020_06_19_17_45_28_059.jpg,C:\Users\HUY\Documents\Seft-Driving\Data 2\IMG\left_2020_06_19_17_45_28_059.jpg,C:\Users\HUY\Documents\Seft-Driving\Data 2\IMG\right_2020_06_19_17_45_28_059.jpg,0,1,0,10.89249
C:\Users\HUY\Documents\Seft-Driving\Data 2\IMG\center_2020_06_19_17_45_28_126.jpg,C:\Users\HUY\Documents\Seft-Driving\Data 2\IMG\left_2020_06_19_17_45_28_126.jpg,C:\Users\HUY\Documents\Seft-Driving\Data 2\IMG\right_2020_06_19_17_45_28_126.jpg,0,1,0,11.65104
C:\Users\HUY\Documents\Seft-Driving\Data 2\IMG\center_2020_06_19_17_45_28_194.jpg,C:\Users\HUY\Documents\Seft-Driving\Data 2\IMG\left_2020_06_19_17_45_28_194.jpg,C:\Users\HUY\Documents\Seft-Driving\Data 2\IMG\right_2020_06_19_17_45_28_194.jpg,0.05,1,0,12.46303
C:\Users\HUY\Documents\Seft-Driving\Data 2\IMG\center_2020_06_19_17_45_28_261.jpg,C:\Users\HUY\Documents\Seft-Driving\Data 2\IMG\left_2020_06_19_17_45_28_261.jpg,C:\Users\HUY\Documents\Seft-Driving\Data 2\IMG\right_2020_06_19_17_45_28_261.jpg,0.2,1,0,13.08567
C:\Users\HUY\Documents\Seft-Driving\Data 2\IMG\center_2020_06_19_17_45_28_330.jpg,C:\Users\HUY\Documents\Seft-Driving\Data 2\IMG\left_2020_06_19_17_45_28_330.jpg,C:\Users\HUY\Documents\Seft-Driving\Data 2\IMG\right_2020_06_19_17_45_28_330.jpg,0.35,1,0,13.73554
